ntc_2014;tc_2014;ntc_2015;tc_2015;ntc_2016;tc_2016;ntc_2017;tc_2017;ntc_2018;tc_2018
29.84;4.35;276.6;144.38;11.75;1.43;104.68;48.54;75.73915425;25.13
